CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,mes,anho,dia,nombre_mes
1110748,Female,Chelsea Gould,GARRACHRA,Argyllshire,Argyllshire,PA23 6DN,United Kingdom,Europe,1992-12-02,12,1992,Wednesday,December
1110868,Female,Tegan Cook,KEPPOCH,Highland,Highland,IV40 4ZE,United Kingdom,Europe,1997-08-20,8,1997,Wednesday,August
1111119,Female,Alisha Kennedy,WIMBORNE ST GILES,East Dorset,East Dorset,BH21 1JG,United Kingdom,Europe,1989-06-13,6,1989,Tuesday,June
1111227,Female,Madison Berry,DARLISTON,Shropshire,Shropshire,SY13 1UU,United Kingdom,Europe,2000-01-02,1,2000,Sunday,January
1111645,Male,Jay Butler,WINTERBOURNE,West Berkshire,West Berkshire,RG20 3HD,United Kingdom,Europe,1937-06-28,6,1937,Monday,June
1111650,Male,Elliot Hart,CLAYTHORPE,Lincoln,Lincoln,LN13 5XY,United Kingdom,Europe,1967-04-18,4,1967,Tuesday,April
1111667,Male,Charles Price,GLENBARR,Argyllshire,Argyllshire,PA29 0SS,United Kingdom,Europe,1944-05-10,5,1944,Wednesday,May
1111822,Male,Oliver Walsh,BRADLEY,Derbyshire Dales,Derbyshire Dales,DE6 5JW,United Kingdom,Europe,1970-10-20,10,1970,Tuesday,October
1111848,Male,Alexander Patel,INGRAVE,Brentwood,Brentwood,CM13 0RY,United Kingdom,Europe,1992-10-30,10,1992,Friday,October
1111954,Female,Hollie Alexander,TOTEGAN,Highland,Highland,KW14 5BW,United Kingdom,Europe,1980-08-24,8,1980,Sunday,August
1112089,Female,Elizabeth O'Sullivan,PENGORFFWYSFA,Anglesey,Anglesey,LL68 2DY,United Kingdom,Europe,1988-02-02,2,1988,Tuesday,February
1112155,Male,Henry Nicholson,MARSH,Exeter,Exeter,EX14 3ZW,United Kingdom,Europe,1995-05-05,5,1995,Friday,May
1112418,Male,Jonathan Whitehouse,THORNSETT,Cheshire East,Cheshire East,SK12 8GX,United Kingdom,Europe,1969-06-06,6,1969,Friday,June
1112419,Male,Ethan Sutton,OVER COMPTON,West Dorset,West Dorset,DT9 8LW,United Kingdom,Europe,1981-08-07,8,1981,Friday,August
1112613,Female,Olivia Moore,FORDWICH,Canterbury,Canterbury,CT2 5NU,United Kingdom,Europe,1943-01-08,1,1943,Friday,January
1112803,Male,Harrison Bell,RINGLES CROSS,Wealden,Wealden,TN22 1LR,United Kingdom,Europe,1947-07-16,7,1947,Wednesday,July
1112974,Male,Jay Hutchinson,APPLETON-LE-MOORS,North Yorkshire,North Yorkshire,YO62 4EZ,United Kingdom,Europe,1993-08-19,8,1993,Thursday,August
1113068,Male,Alfie Atkinson,STRATHKINNESS,Fife,Fife,KY16 4YJ,United Kingdom,Europe,1973-06-18,6,1973,Monday,June
1113081,Female,Evie White,ST DENNIS,Cornwall,Cornwall,PL26 2EQ,United Kingdom,Europe,1988-11-30,11,1988,Wednesday,November
1113084,Male,Callum Grant,PRINCETOWN,Newport,Newport,NP2 7YQ,United Kingdom,Europe,1937-07-26,7,1937,Monday,July
1113255,Male,Jordan Collier,HENGRAVE,Forest Heath,Forest Heath,IP28 0PW,United Kingdom,Europe,1940-11-01,11,1940,Friday,November
1113391,Female,Madeleine Coleman,TUNSTALL,Suffolk Coastal,Suffolk Coastal,IP12 3SJ,United Kingdom,Europe,1942-12-29,12,1942,Tuesday,December
1113467,Male,Jayden Gardiner,DAGGONS,New Forest,New Forest,SP6 8ZH,United Kingdom,Europe,1941-08-03,8,1941,Sunday,August
1114072,Female,Charlotte Kemp,BULPHAN,Havering,Havering,RM14 3SD,United Kingdom,Europe,1961-12-01,12,1961,Friday,December
1114100,Female,Holly Mellor,SHILLINGFORD,Mid Devon,Mid Devon,EX16 3WY,United Kingdom,Europe,1962-11-21,11,1962,Wednesday,November
1114169,Female,Zoe Wilkinson,ABERSOCH,Gwynedd,Gwynedd,LL53 2SS,United Kingdom,Europe,1973-03-11,3,1973,Sunday,March
1114211,Female,Tilly Moore,AYTON,Scottish Borders,Scottish Borders,TD14 2GA,United Kingdom,Europe,1946-03-24,3,1946,Sunday,March
1114283,Male,Louis Mistry,WOODCHESTER,Stroud,Stroud,GL5 5PY,United Kingdom,Europe,1950-12-28,12,1950,Thursday,December
1114319,Male,Edward Black,RHOSGOCH,Llandrindod Wells,Llandrindod Wells,LD2 2UU,United Kingdom,Europe,1986-03-13,3,1986,Thursday,March
1114345,Female,Leah Miller,TALKIN,Carlisle,Carlisle,CA8 6WS,United Kingdom,Europe,1952-07-09,7,1952,Wednesday,July
1114873,Male,Bailey Bradshaw,LIFTON,West Devon,West Devon,PL16 9UD,United Kingdom,Europe,1982-05-25,5,1982,Tuesday,May
1115222,Female,Rebecca Bray,BRIDESTOWE,Exeter,Exeter,EX20 5WZ,United Kingdom,Europe,1954-04-20,4,1954,Tuesday,April
1115485,Male,Jay Sinclair,HILTON OF DELNIES,Highland,Highland,IV12 0UX,United Kingdom,Europe,1990-08-05,8,1990,Sunday,August
1115513,Male,Kyle Quinn,ST BREWARD,Cornwall,Cornwall,PL30 8HY,United Kingdom,Europe,1999-06-30,6,1999,Wednesday,June
1115892,Female,Aimee Robson,CWMSYMLOG,Ceredigion,Ceredigion,SY23 4FN,United Kingdom,Europe,1963-11-03,11,1963,Sunday,November
1116156,Female,Anna Moran,KINGSAND,Cornwall,Cornwall,PL10 0FY,United Kingdom,Europe,1964-01-17,1,1964,Friday,January
1116314,Female,Yasmin Connor,KINGTON,Worcester,Worcester,WR7 4YQ,United Kingdom,Europe,1954-12-11,12,1954,Saturday,December
1116568,Male,Robert Baxter,SKIDBROOKE,Lincoln,Lincoln,LN11 0TU,United Kingdom,Europe,1963-01-18,1,1963,Friday,January
1116789,Female,Charlotte Carey,INSTOW,Torridge,Torridge,EX39 9FG,United Kingdom,Europe,1987-04-10,4,1987,Friday,April
1116892,Female,Aaliyah Potts,CHEBSEY,Staffordshire,Staffordshire,ST21 2YR,United Kingdom,Europe,1982-12-10,12,1982,Friday,December
1117051,Female,Demi Burrows,TIERS CROSS,Pembrokeshire,Pembrokeshire,SA62 2FS,United Kingdom,Europe,1984-02-15,2,1984,Wednesday,February
1117827,Male,Isaac Mills,KINGSTON RUSSELL,West Dorset,West Dorset,DT2 2UA,United Kingdom,Europe,1943-09-18,9,1943,Saturday,September
1117835,Female,Molly Fuller,London,Islington,Islington,EC1M 7BS,United Kingdom,Europe,1975-05-21,5,1975,Wednesday,May
1117917,Male,Reece Yates,WARMINGHURST,Horsham,Horsham,RH20 7PG,United Kingdom,Europe,1957-07-09,7,1957,Tuesday,July
1117944,Female,Maddison Owen,FOLKINGHAM,North Kesteven,North Kesteven,NG34 1UX,United Kingdom,Europe,1955-08-04,8,1955,Thursday,August
1118097,Female,Alisha Williams,FELKINGTON,Northumberland,Northumberland,TD15 8JW,United Kingdom,Europe,1968-01-23,1,1968,Tuesday,January
1118100,Female,Gracie Hayes,NASTY,East Hertfordshire,East Hertfordshire,SG11 8WE,United Kingdom,Europe,1976-11-07,11,1976,Sunday,November
1118302,Female,Lydia Webster,PILSBURY,Derbyshire Dales,Derbyshire Dales,SK17 0FL,United Kingdom,Europe,1974-07-27,7,1974,Saturday,July
1118352,Male,Jayden Collier,CATCLEUGH,Northumberland,Northumberland,NE19 2YJ,United Kingdom,Europe,1996-12-22,12,1996,Sunday,December
1118390,Male,Archie Browne,GROESFFORDD,Gwynedd,Gwynedd,LL53 8TU,United Kingdom,Europe,1962-12-18,12,1962,Tuesday,December
1118689,Male,Jamie Hilton,CALLOW END,Worcester,Worcester,WR2 7RB,United Kingdom,Europe,1969-03-11,3,1969,Tuesday,March
1118795,Male,Jack Duffy,NORBRECK,Wyre,Wyre,FY5 5GB,United Kingdom,Europe,1991-02-13,2,1991,Wednesday,February
1119069,Male,Kai Heath,BARMER,West Norfolk,West Norfolk,PE31 6SE,United Kingdom,Europe,1967-08-21,8,1967,Monday,August
1119189,Female,Elise Begum,HOLLAND-ON-SEA,Tendring,Tendring,CO15 9XJ,United Kingdom,Europe,1948-06-13,6,1948,Sunday,June
1119452,Male,Jamie Short,BEELSBY,North East Lincolnshire,North East Lincolnshire,DN37 1ZA,United Kingdom,Europe,1954-07-20,7,1954,Tuesday,July
1119510,Female,Harriet Humphreys,PATTISWICK,Braintree,Braintree,CM7 5YF,United Kingdom,Europe,1963-02-17,2,1963,Sunday,February
1119547,Female,Amelie Franklin,BLAINA,Newport,Newport,NP3 0HA,United Kingdom,Europe,1988-06-24,6,1988,Friday,June
1119619,Female,Phoebe Walker,BOREHAM STREET,Wealden,Wealden,BN27 3TP,United Kingdom,Europe,1954-06-18,6,1954,Friday,June
1119720,Female,Zara Holden,WOODEND,Perth and Kinross,Perth and Kinross,PH15 6NF,United Kingdom,Europe,1978-06-29,6,1978,Thursday,June
1119796,Female,Kiera Barrett,SPEEN,Berkshire,Berkshire,RG14 6TL,United Kingdom,Europe,1955-04-26,4,1955,Tuesday,April
1119822,Female,Sarah Robson,BOXBUSH,Gloucester,Gloucester,GL14 5JW,United Kingdom,Europe,1997-10-16,10,1997,Thursday,October
1120113,Female,Freya Bentley,TREALES,Fylde,Fylde,PR4 1QE,United Kingdom,Europe,1993-06-30,6,1993,Wednesday,June
1120599,Female,Madeleine Marshall,ASTON ON CLUN,Shropshire,Shropshire,SY7 2BS,United Kingdom,Europe,1998-09-14,9,1998,Monday,September
1121059,Male,Zachary Vaughan,GREAT BEDWYN,Kennet,Kennet,SN8 9NJ,United Kingdom,Europe,1985-08-08,8,1985,Thursday,August
1121619,Female,Louise Scott,CRICCIETH,Gwynedd,Gwynedd,LL52 9AT,United Kingdom,Europe,1984-09-26,9,1984,Wednesday,September
1121796,Female,Hollie Hyde,CLEISH,Kinross-Shire,Kinross-Shire,KY13 4DJ,United Kingdom,Europe,1944-10-10,10,1944,Tuesday,October
1122022,Male,Corey Stokes,CORNHOLME,Calderdale,Calderdale,OL14 6GD,United Kingdom,Europe,1948-07-13,7,1948,Tuesday,July
1122108,Male,Christopher Kay,CORNQUOY,Orkney Islands,Orkney Islands,KW17 0GG,United Kingdom,Europe,1994-05-08,5,1994,Sunday,May
1122233,Female,Eve Faulkner,ASTERBY,Lincoln,Lincoln,LN11 5QP,United Kingdom,Europe,1948-06-27,6,1948,Sunday,June
1122248,Female,Tilly Dobson,BLACKHEATH,Waveney,Waveney,IP19 7ZF,United Kingdom,Europe,1947-05-19,5,1947,Monday,May
1122318,Female,Abby Hunter,CALIFER,Moray,Moray,IV36 6TT,United Kingdom,Europe,1936-10-18,10,1936,Sunday,October
1122420,Female,Yasmin Marsh,MAXTON,Kent,Kent,CT17 6PE,United Kingdom,Europe,1979-08-03,8,1979,Friday,August
1122433,Female,Millie Mason,BIALLAID,Highland,Highland,PH20 8PY,United Kingdom,Europe,1957-04-05,4,1957,Friday,April
1122612,Female,Zoe Hill,GREAT BEALINGS,Suffolk Coastal,Suffolk Coastal,IP13 3RH,United Kingdom,Europe,1961-02-04,2,1961,Saturday,February
1122810,Female,Tia O'Brien,BECKFOOT,Carlisle,Carlisle,CA5 2PZ,United Kingdom,Europe,1959-06-30,6,1959,Tuesday,June
1123051,Male,Joe Davidson,WYVERSTONE,Mid Suffolk,Mid Suffolk,IP14 6QW,United Kingdom,Europe,1941-08-26,8,1941,Tuesday,August
1123162,Female,Holly Joyce,RED OAKS HILL,Uttlesford,Uttlesford,CB10 4SB,United Kingdom,Europe,2001-11-29,11,2001,Thursday,November
1123649,Male,Thomas Long,UPPER STONDON,Central Bedfordshire,Central Bedfordshire,SG16 2EU,United Kingdom,Europe,1988-11-08,11,1988,Tuesday,November
1123707,Female,Naomi Potts,DALE,Erewash,Erewash,DE7 0AE,United Kingdom,Europe,1961-07-13,7,1961,Thursday,July
1123758,Male,Declan Clark,POLLIE,Highland,Highland,IV28 1ZJ,United Kingdom,Europe,1937-08-09,8,1937,Monday,August
1123816,Male,Henry Mitchell,FAWLEY CHAPEL,Hereford,Hereford,HR1 2UB,United Kingdom,Europe,1975-11-14,11,1975,Friday,November
1123881,Male,Reece Carey,MUDFORD,South Somerset,South Somerset,BA21 5JU,United Kingdom,Europe,1973-10-20,10,1973,Saturday,October
1124112,Male,Michael Houghton,STAINFORTH,Doncaster,Doncaster,DN7 7AS,United Kingdom,Europe,1941-10-23,10,1941,Thursday,October
1124172,Male,Spencer Clayton,BHATARSAIGH,Comhairle nan Eilean Siar,Comhairle nan Eilean Siar,HS9 5JS,United Kingdom,Europe,1939-09-03,9,1939,Sunday,September
1124187,Female,Niamh Atkins,KILBRIDEMORE,Argyllshire,Argyllshire,PA22 5XP,United Kingdom,Europe,1988-06-27,6,1988,Monday,June
1124214,Male,Sebastian Hilton,HOOK GREEN,Gravesham,Gravesham,DA13 2HQ,United Kingdom,Europe,1938-03-17,3,1938,Thursday,March
1124426,Male,Michael Fowler,IBWORTH,Hampshire,Hampshire,RG26 8YH,United Kingdom,Europe,1991-05-31,5,1991,Friday,May
1124499,Male,Taylor Little,CARSEGOWAN,Wigtownshire,Wigtownshire,DG8 4BG,United Kingdom,Europe,1980-02-13,2,1980,Wednesday,February
1124572,Male,Archie Sims,WADDESDON,Aylesbury Vale,Aylesbury Vale,HP18 8EB,United Kingdom,Europe,1963-03-11,3,1963,Monday,March
1124659,Male,Louis Morgan,TOAB,Shetland,Shetland,ZE3 6ZB,United Kingdom,Europe,1998-05-29,5,1998,Friday,May
1124706,Male,Spencer Fraser,WERVIN,Cheshire West and Chester,Cheshire West and Chester,CH2 3WQ,United Kingdom,Europe,1956-09-21,9,1956,Friday,September
1124946,Female,Alisha Chadwick,SHIPTON,Tewkesbury,Tewkesbury,GL54 2NS,United Kingdom,Europe,1956-05-16,5,1956,Wednesday,May
1125015,Female,Mia Summers,WORLINGTON,Forest Heath,Forest Heath,IP28 6JT,United Kingdom,Europe,1962-12-24,12,1962,Monday,December
1125056,Female,Libby Leonard,STONEHOUSE,Northumberland,Northumberland,NE49 3TF,United Kingdom,Europe,1948-01-24,1,1948,Saturday,January
1125351,Male,Logan Mitchell,BRIDSTOW,Hereford,Hereford,HR9 4SX,United Kingdom,Europe,1967-08-30,8,1967,Wednesday,August
1125468,Male,Jamie Howard,HOFF,Eden,Eden,CA16 1HU,United Kingdom,Europe,1991-01-11,1,1991,Friday,January
1125474,Female,Tia Hammond,KINKNOCKIE,Aberdeenshire,Aberdeenshire,AB42 5FW,United Kingdom,Europe,1945-01-09,1,1945,Tuesday,January
1125564,Male,Finley Clayton,COVENHAM ST MARY,Lincoln,Lincoln,LN11 6UE,United Kingdom,Europe,1948-02-11,2,1948,Wednesday,February
1125761,Male,Luke Wilson,ARGRENNAN,Kirkcudbrightshire,Kirkcudbrightshire,DG7 8YU,United Kingdom,Europe,1954-05-28,5,1954,Friday,May
1126317,Female,Jodie James,IDVIES,Angus,Angus,DD8 8PB,United Kingdom,Europe,1970-09-09,9,1970,Wednesday,September
1126390,Male,James Martin,CHAPEL,Fife,Fife,KY2 7FQ,United Kingdom,Europe,2002-01-05,1,2002,Saturday,January
1126411,Male,Joshua O'Donnell,BUSBRIDGE,Waverley,Waverley,GU7 5QR,United Kingdom,Europe,1952-06-28,6,1952,Saturday,June
1126510,Female,Caitlin Faulkner,OXTON,Wirral,Wirral,CH43 2LL,United Kingdom,Europe,1990-06-29,6,1990,Friday,June
1126681,Female,Rosie Patel,IBTHORPE,Test Valley,Test Valley,SP11 7YQ,United Kingdom,Europe,1944-06-02,6,1944,Friday,June
1127050,Male,Muhammad Iqbal,BISTERNE,New Forest,New Forest,BH24 2RF,United Kingdom,Europe,1987-06-26,6,1987,Friday,June
1127170,Male,Peter Hayes,HENDON,Sunderland,Sunderland,SR2 3XH,United Kingdom,Europe,1976-05-09,5,1976,Sunday,May
1127326,Female,Francesca Walsh,GUISBOROUGH,Redcar & Cleveland,Redcar & Cleveland,TS14 0AX,United Kingdom,Europe,1981-07-17,7,1981,Friday,July
1127381,Male,Mohammad Houghton,REGABY,Isle of Man,Isle of Man,IM7 3YD,United Kingdom,Europe,2001-07-15,7,2001,Sunday,July
1127513,Female,Yasmin Gibson,LEEDSTOWN,Cornwall,Cornwall,TR27 1DG,United Kingdom,Europe,1970-09-05,9,1970,Saturday,September
1127552,Female,Faith Thornton,HOLMPTON,East Riding of Yorkshire,East Riding of Yorkshire,HU19 3GH,United Kingdom,Europe,1951-11-25,11,1951,Sunday,November
1127584,Male,Zak Lord,COMPTON PAUNCEFOOT,South Somerset,South Somerset,BA22 8UG,United Kingdom,Europe,1983-02-12,2,1983,Saturday,February
1127638,Male,Harrison Carr,NORTON MALREWARD,Bristol,Bristol,BS18 7PP,United Kingdom,Europe,1971-04-22,4,1971,Thursday,April
1127690,Female,Nicole Willis,COSTESSEY,Norfolk,Norfolk,NR8 5DZ,United Kingdom,Europe,1999-05-29,5,1999,Saturday,May
1127771,Male,Morgan Duncan,HURSTWOOD,Burnley,Burnley,BB10 3ZD,United Kingdom,Europe,1975-12-13,12,1975,Saturday,December
1128295,Male,Charles Nelson,TREGURRIAN,Cornwall,Cornwall,TR8 6ZP,United Kingdom,Europe,1961-06-06,6,1961,Tuesday,June
1128384,Male,Daniel Osborne,STOW LONGA,Huntingdonshire,Huntingdonshire,PE18 6XU,United Kingdom,Europe,1989-10-17,10,1989,Tuesday,October
1128590,Male,Brandon Anderson,GREETHAM,Lincoln,Lincoln,LN9 3ZP,United Kingdom,Europe,1968-07-02,7,1968,Tuesday,July
1128900,Male,Oliver Peacock,BURNHAM,South Buckinghamshire,South Buckinghamshire,SL1 9TH,United Kingdom,Europe,1937-12-12,12,1937,Sunday,December
1128911,Male,Riley Gibson,Northfield,Aberdeenshire,Aberdeenshire,AB45 6DG,United Kingdom,Europe,1976-02-05,2,1976,Thursday,February
1128994,Female,Amelie Thorpe,MARTIN HUSSINGTREE,Worcester,Worcester,WR3 7DQ,United Kingdom,Europe,1945-01-04,1,1945,Thursday,January
1129179,Male,Kai Connor,CHIDHAM,Sussex,Sussex,PO18 8YS,United Kingdom,Europe,1963-03-25,3,1963,Monday,March
1129200,Male,Ellis Davidson,TOCHER,Aberdeenshire,Aberdeenshire,AB51 9YY,United Kingdom,Europe,1942-12-27,12,1942,Sunday,December
1129442,Female,Grace Cox,PILLERTON PRIORS,Warwick,Warwick,CV35 7ZS,United Kingdom,Europe,1954-12-03,12,1954,Friday,December
1129520,Male,Aidan Wells,TOLLER DOWN GATE,West Dorset,West Dorset,DT2 5PL,United Kingdom,Europe,1954-07-09,7,1954,Friday,July
1129712,Female,Rebecca Bond,HORDERLEY,Shropshire,Shropshire,SY7 7LJ,United Kingdom,Europe,1998-06-06,6,1998,Saturday,June
1129721,Male,Jonathan Hewitt,POLYPHANT,Cornwall,Cornwall,PL15 9BG,United Kingdom,Europe,1976-06-19,6,1976,Saturday,June
1129799,Male,Dylan Hawkins,CROSS LANE HEAD,Shropshire,Shropshire,WV16 1DB,United Kingdom,Europe,1965-10-29,10,1965,Friday,October
1129866,Female,Isabelle Coles,LUTTON,South Holland,South Holland,PE12 4JW,United Kingdom,Europe,1991-07-22,7,1991,Monday,July
1130106,Female,Holly Nelson,MEINCIAU,Carmarthenshire,Carmarthenshire,SA17 2UQ,United Kingdom,Europe,1993-03-21,3,1993,Sunday,March
1130205,Female,Tegan Dale,BOASLEY CROSS,Exeter,Exeter,EX20 8RR,United Kingdom,Europe,1948-07-12,7,1948,Monday,July
1130382,Male,Kyle Gallagher,ATCHAM,Shropshire,Shropshire,SY5 0ZG,United Kingdom,Europe,1976-09-17,9,1976,Friday,September
1130442,Male,William Gardiner,KIRKHILL,Highland,Highland,IV5 6ZX,United Kingdom,Europe,1959-05-27,5,1959,Wednesday,May
1130512,Female,Courtney Ingram,LLANFAIR,Gwynedd,Gwynedd,LL46 5QB,United Kingdom,Europe,1966-04-13,4,1966,Wednesday,April
1130812,Female,Tia Williams,GREAT EDSTONE,North Yorkshire,North Yorkshire,YO62 7AW,United Kingdom,Europe,1959-03-21,3,1959,Saturday,March
1130814,Male,Joseph Spencer,DALTON-ON-TEES,Darlington,Darlington,DL2 1TE,United Kingdom,Europe,2001-04-21,4,2001,Saturday,April
1130928,Male,Evan Garner,SOUTH WIDCOMBE,Bristol,Bristol,BS18 3JP,United Kingdom,Europe,1944-12-13,12,1944,Wednesday,December
1131031,Male,Robert Edwards,ABBOTS RIPTON,Peterborough,Peterborough,PE17 9LD,United Kingdom,Europe,1962-06-12,6,1962,Tuesday,June
1131276,Male,George Kaur,LITTLE DENS,Aberdeenshire,Aberdeenshire,AB42 0EY,United Kingdom,Europe,1956-08-21,8,1956,Tuesday,August
1131576,Male,Logan Owens,BREDON'S HARDWICK,Tewkesbury,Tewkesbury,GL20 5BH,United Kingdom,Europe,1952-07-16,7,1952,Wednesday,July
1131690,Male,Anthony Hudson,BRIDGE OF AVON,Moray,Moray,AB37 1GJ,United Kingdom,Europe,2001-04-12,4,2001,Thursday,April
1132350,Male,Harry Walton,COMBE ST NICHOLAS,Somerset,Somerset,TA20 3EW,United Kingdom,Europe,1968-12-03,12,1968,Tuesday,December
1132370,Male,Matthew Banks,CROSS INN,Ceredigion,Ceredigion,SA45 1TQ,United Kingdom,Europe,1975-01-02,1,1975,Thursday,January
1132400,Female,Lola Mitchell,PUMPHERSTON,West Lothian,West Lothian,EH53 6ET,United Kingdom,Europe,1982-06-01,6,1982,Tuesday,June
1132443,Male,Benjamin Kennedy,CASTLECARY,North Lanarkshire,North Lanarkshire,G68 9SB,United Kingdom,Europe,1986-11-04,11,1986,Tuesday,November
1132540,Female,Charlotte Parkin,LAITHERS,Aberdeenshire,Aberdeenshire,AB53 3ZJ,United Kingdom,Europe,1957-09-02,9,1957,Monday,September
1132599,Male,Mohammed Rees,HOLLINGBOURNE,Maidstone,Maidstone,ME17 3DQ,United Kingdom,Europe,2000-04-15,4,2000,Saturday,April
1132629,Female,Summer Thornton,ALTARNUN,Cornwall,Cornwall,PL15 5GG,United Kingdom,Europe,1949-12-23,12,1949,Friday,December
1133148,Female,Danielle Mitchell,WATTSVILLE,Newport,Newport,NP1 5EL,United Kingdom,Europe,1997-02-18,2,1997,Tuesday,February
1133404,Male,Gabriel Cross,CLOVA,Aberdeenshire,Aberdeenshire,AB54 7RN,United Kingdom,Europe,1984-12-29,12,1984,Saturday,December
1133419,Female,Francesca Andrews,RIVER BANK,Ely,Ely,CB7 5PW,United Kingdom,Europe,1981-10-20,10,1981,Tuesday,October
1133712,Male,Jacob Fry,FAIRWARP,Wealden,Wealden,TN22 9RG,United Kingdom,Europe,1981-04-09,4,1981,Thursday,April
1133899,Female,Jasmine Alexander,STOKE GOLDINGTON,Milton Keynes,Milton Keynes,MK16 9WX,United Kingdom,Europe,1949-11-26,11,1949,Saturday,November
1134022,Female,Zoe Young,HIGHER WALTON,Warrington,Warrington,WA4 8QT,United Kingdom,Europe,1984-07-30,7,1984,Monday,July
1134255,Female,Amelie Thompson,BALVRAID,Highland,Highland,IV13 8YP,United Kingdom,Europe,1986-08-02,8,1986,Saturday,August
1134501,Male,Mason Briggs,WEST PERRY,Huntingdonshire,Huntingdonshire,PE18 3UY,United Kingdom,Europe,1957-10-10,10,1957,Thursday,October
1134829,Male,Henry Finch,UP EXE,East Devon,East Devon,EX5 3AE,United Kingdom,Europe,1985-03-09,3,1985,Saturday,March
1134835,Male,Leo Cross,RETFORD,Bassetlaw,Bassetlaw,DN22 2DA,United Kingdom,Europe,1964-07-02,7,1964,Thursday,July
1134929,Female,Shannon Baker,SHRIPNEY,Sussex,Sussex,PO22 3SQ,United Kingdom,Europe,1944-05-04,5,1944,Thursday,May
1135020,Female,Zara Lane,HOSE,Melton,Melton,LE14 5YA,United Kingdom,Europe,1968-04-25,4,1968,Thursday,April
1135026,Female,Olivia Kelly,WILLINGTON,County Durham,County Durham,DL15 9ST,United Kingdom,Europe,1989-11-03,11,1989,Friday,November
1135188,Male,Josh Hutchinson,GLASSON,Lancaster,Lancaster,LA2 4DA,United Kingdom,Europe,1993-11-16,11,1993,Tuesday,November
1135217,Male,Charlie Schofield,CLYRO,Hereford,Hereford,HR3 8LZ,United Kingdom,Europe,1942-11-24,11,1942,Tuesday,November
1135250,Male,Kyle Connolly,FAWLEY,New Forest,New Forest,SO45 9SS,United Kingdom,Europe,1974-01-15,1,1974,Tuesday,January
1135331,Male,Riley Benson,NINE MILE BURN,Midlothian,Midlothian,EH26 3YX,United Kingdom,Europe,1982-04-01,4,1982,Thursday,April
1135465,Male,Samuel Naylor,GRINSHILL,Shropshire,Shropshire,SY4 9LS,United Kingdom,Europe,1978-05-18,5,1978,Thursday,May
1136143,Female,Molly Manning,MANATON,Teignbridge,Teignbridge,TQ13 5WP,United Kingdom,Europe,1945-09-11,9,1945,Tuesday,September
1136286,Male,Corey Arnold,CRAIG-Y-NOS,Neath Port Talbot,Neath Port Talbot,SA9 4DN,United Kingdom,Europe,1954-04-06,4,1954,Tuesday,April
1136316,Male,David Lloyd,MORFA NEFYN,Gwynedd,Gwynedd,LL53 0BB,United Kingdom,Europe,1996-04-28,4,1996,Sunday,April
1136319,Male,Charles Talbot,KELDY CASTLE,North Yorkshire,North Yorkshire,YO18 8FG,United Kingdom,Europe,1968-02-27,2,1968,Tuesday,February
1136549,Female,Maisie Clarke,BULKINGTON,Nuneaton & Bedworth,Nuneaton & Bedworth,CV12 7LR,United Kingdom,Europe,1972-12-19,12,1972,Tuesday,December
1136696,Female,Rachel Bennett,WILKIESTON,West Lothian,West Lothian,EH27 0AN,United Kingdom,Europe,1978-12-06,12,1978,Wednesday,December
1136737,Male,Ryan Jackson,SALSBURGH,North Lanarkshire,North Lanarkshire,ML7 0ZD,United Kingdom,Europe,1941-01-26,1,1941,Sunday,January
1136852,Female,Maya White,HANGING BRIDGE,Derbyshire Dales,Derbyshire Dales,DE6 3TD,United Kingdom,Europe,1986-08-02,8,1986,Saturday,August
1137012,Female,Abigail Cox,ERDINGTON,Birmingham,Birmingham,B24 9UE,United Kingdom,Europe,1940-11-20,11,1940,Wednesday,November
1137103,Male,David Carpenter,DARLISTON,Shropshire,Shropshire,SY13 4QT,United Kingdom,Europe,1999-09-07,9,1999,Tuesday,September
1137155,Female,Tegan Hudson,LOW HUTTON,York,York,YO6 9LT,United Kingdom,Europe,1978-10-22,10,1978,Sunday,October
1137406,Female,Holly Clayton,THE GREEN,Wiltshire,Wiltshire,SP3 0YX,United Kingdom,Europe,1976-10-21,10,1976,Thursday,October
1137620,Female,Summer Cameron,STAUNTON ON ARROW,Hereford,Hereford,HR6 1AD,United Kingdom,Europe,1978-06-02,6,1978,Friday,June
1137780,Female,Isabella Barry,WHITTINGTON,Chesterfield,Chesterfield,S41 3XR,United Kingdom,Europe,1951-02-22,2,1951,Thursday,February
1137903,Male,Joseph Leach,OSGATHORPE,Charnwood,Charnwood,LE12 9GP,United Kingdom,Europe,1987-10-08,10,1987,Thursday,October
1137958,Female,Victoria Pratt,ELLERTON,North Yorkshire,North Yorkshire,DL10 6TA,United Kingdom,Europe,1986-06-22,6,1986,Sunday,June
1138092,Male,Billy Pratt,LANGLEE,Scottish Borders,Scottish Borders,TD8 4LZ,United Kingdom,Europe,1962-08-18,8,1962,Saturday,August
1138144,Male,William Hobbs,NESTON,Liverpool,Liverpool,L64 0BE,United Kingdom,Europe,1958-02-01,2,1958,Saturday,February
1138153,Male,Noah Lyons,LAVERTON,Bath and North East Somerset,Bath and North East Somerset,BA3 4ZZ,United Kingdom,Europe,1965-08-15,8,1965,Sunday,August
1138267,Female,Rosie Wong,WEST BRIDGFORD,Nottingham,Nottingham,NG2 3HX,United Kingdom,Europe,1945-08-13,8,1945,Monday,August
